formula,space_group,structure,id,formation_energy
GaSr2W,P4mm,"[{'data': {'a': [3.5976221700000004e-10, 0, 0], 'b': [0, 3.5976221700000004e-10, 0], 'c': [0, 0, 9.055277880000001e-10], 'atoms': [{'x': 1.7988110850000002e-10, 'y': 1.7988110850000002e-10, 'z': 5.972811213961325e-10, 'element': 'Ga'}, {'x': 0, 'y': 0, 'z': 8.398179014607215e-10, 'element': 'Sr'}, {'x': 1.7988110850000002e-10, 'y': 1.7988110850000002e-10, 'z': 2.95077775199097e-10, 'element': 'Sr'}, {'x': 0, 'y': 0, 'z': 5.316426809993271e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'W': 1, 'Ga': 1, 'Sr': 2}}]",PN_SCVR747QNKUW7DV7DJZFYMKSPODGRMCY,"{'reference': {'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.4071760370140627, 'value': 1.6287041480562507}"
AgNaP2,P4mm,"[{'data': {'a': [2.84871376e-10, 0, 0], 'b': [0, 2.84871376e-10, 0], 'c': [0, 0, 8.67710976e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.1487078749343744e-10, 'element': 'Ag'}, {'x': 1.42435688e-10, 'y': 1.42435688e-10, 'z': 6.590618975569305e-10, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 1.3245911747481602e-11, 'element': 'P'}, {'x': 1.42435688e-10, 'y': 1.42435688e-10, 'z': 2.1438786720215042e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 2, 'Na': 1, 'Ag': 1}}]",PN_H6MDUUX7XYX4FGUXPEYLX2FRMB3FDZIP,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.34494002035373184, 'value': 1.3797600814149273}"
Mn4P4Ta4,Pnma,"[{'data': {'a': [6.098257e-10, 0, 0], 'b': [0, 3.613253e-10, 0], 'c': [0, 0, 7.071148e-10], 'atoms': [{'x': 2.1665898446462602e-10, 'y': 2.70993978613253e-10, 'z': 4.1962999477756e-11, 'element': 'Mn'}, {'x': 5.21571962528023e-10, 'y': 2.70993978613253e-10, 'z': 3.1159498035638e-10, 'element': 'Mn'}, {'x': 8.8253993598771e-11, 'y': 9.0330992580724e-11, 'z': 3.95519975208876e-10, 'element': 'Mn'}, {'x': 3.9316597154802006e-10, 'y': 9.0330992580724e-11, 'z': 6.651519560875e-10, 'element': 'Mn'}, {'x': 4.4190596741289897e-10, 'y': 2.70993978613253e-10, 'z': 8.871499757884399e-11, 'element': 'P'}, {'x': 1.36992989349502e-10, 'y': 2.70993978613253e-10, 'z': 2.64841985223424e-10, 'element': 'P'}, {'x': 4.72831966663144e-10, 'y': 9.0330992580724e-11, 'z': 4.42272970341832e-10, 'element': 'P'}, {'x': 1.67918988599747e-10, 'y': 9.0330992580724e-11, 'z': 6.18399957986412e-10, 'element': 'P'}, {'x': 1.5625996887347e-11, 'y': 9.0330992580724e-11, 'z': 1.24244991879008e-10, 'element': 'Ta'}, {'x': 3.2053897495074403e-10, 'y': 9.0330992580724e-11, 'z': 2.29312987955128e-10, 'element': 'Ta'}, {'x': 2.8928698117605e-10, 'y': 2.70993978613253e-10, 'z': 4.77801967610128e-10, 'element': 'Ta'}, {'x': 5.94198959125299e-10, 'y': 2.70993978613253e-10, 'z': 5.828699636862481e-10, 'element': 'Ta'}]}, 'natoms': 12, 'element': {'P': 4, 'Mn': 4, 'Ta': 4}}]",PN_3UKU6M75RWVUJLQ2G64XOWYH3UNUU7U4,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/RqzAgcgoQ2ZTm0QGvfa6HhzocDYR', 'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/aiinBOOtWpDnw1fT1PNtrrjHAAiJ'}, 'value_per_atom': -0.8046058422261252, 'value': -9.655270106713502}"
BrPt2W,Cm,"[{'data': {'a': [1.4870884600000002e-10, 4.4294399999999995e-10, 2.5055232e-11], 'b': [-1.4870884600000002e-10, 4.4294399999999995e-10, 2.5055232e-11], 'c': [0, 1.1000876200000001e-10, 6.60935381e-10], 'atoms': [{'x': -1.0304024222881909e-27, 'y': 1.5225932172386833e-10, 'z': 1.8759635404363298e-10, 'element': 'Br'}, {'x': -2.88953041350062e-28, 'y': 1.3294944363963947e-10, 'z': 6.092368671573666e-10, 'element': 'Pt'}, {'x': -7.34559319316378e-27, 'y': 7.795768648712449e-10, 'z': 5.146477076323735e-10, 'element': 'Pt'}, {'x': 3.771169487372644e-27, 'y': 5.390682747652471e-10, 'z': 4.1602321966662714e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'Br': 1, 'Pt': 2, 'W': 1}}]",PN_FGFLKHFBTSBGMJ7HVWHZAVXHDNLNSEKM,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': 0.16291096274466987, 'value': 0.6516438509786795}"
GaP2Rh,P4mm,"[{'data': {'a': [3.33182755e-10, 0, 0], 'b': [0, 3.43152195e-10, 0], 'c': [0, 0, 5.892566770000001e-10], 'atoms': [{'x': 1.665913775e-10, 'y': 1.715760975e-10, 'z': 4.791747969524469e-10, 'element': 'Ga'}, {'x': 0, 'y': 0, 'z': 5.566974348414007e-10, 'element': 'P'}, {'x': 1.665913775e-10, 'y': 1.715760975e-10, 'z': 2.4116926391819674e-10, 'element': 'P'}, {'x': 0, 'y': 0, 'z': 1.9610019678795574e-10, 'element': 'Rh'}]}, 'natoms': 4, 'element': {'P': 2, 'Rh': 1, 'Ga': 1}}]",PN_Q3VOBP53TDNRGWPFFI5DH47P7OAGJW6L,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7'}, 'value_per_atom': -0.20449118610254047, 'value': -0.8179647444101619}"
Ca2CuSr,Immm,"[{'data': {'a': [1.9077689000000001e-10, 6.7549367e-10, 7.501063700000001e-11], 'b': [-1.9077689000000001e-10, 6.7549367e-10, 7.501063700000001e-11], 'c': [0, 2.02241993e-10, 5.64044339e-10], 'atoms': [{'x': -6.712419595642454e-28, 'y': 7.052696052441075e-11, 'z': -2.421276490174738e-11, 'element': 'Ca'}, {'x': 2.870442163187382e-27, 'y': 7.060877059755893e-10, 'z': 3.8124557140174737e-10, 'element': 'Ca'}, {'x': -6.462348535570529e-27, 'y': 1.16492199975e-09, 'z': 5.3554920975e-10, 'element': 'Cu'}, {'x': 0, 'y': 3.8830733325e-10, 'z': 1.7851640325e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Cu': 1, 'Ca': 2, 'Sr': 1}}]",PN_EHRI7PNJOBNPNWBFHFLJV34PAZSA5XYD,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.010598493558341193, 'value': 0.04239397423336477}"
Cr2GaPd,P4mm,"[{'data': {'a': [2.99979011e-10, 0, 0], 'b': [0, 2.99979011e-10, 0], 'c': [0, 0, 5.93869588e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 2.5567558559978237e-11, 'element': 'Cr'}, {'x': 1.499895055e-10, 'y': 1.499895055e-10, 'z': 1.3446345920320196e-10, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': 2.907066876536799e-10, 'element': 'Ga'}, {'x': 1.499895055e-10, 'y': 1.499895055e-10, 'z': 4.400666765831398e-10, 'element': 'Pd'}]}, 'natoms': 4, 'element': {'Pd': 1, 'Ga': 1, 'Cr': 2}}]",PN_QU4GHWFPUPMMOGEPTWBD2GHBLTLJLN6L,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/xBLwjr97RnCpmg2IhvOQJw/ZTsvXtun3mZO6UT4PDELSgcNICTJ'}, 'value_per_atom': -0.06785634869245794, 'value': -0.27142539476983174}"
AsFe2Sn,P4mm,"[{'data': {'a': [2.90870702e-10, 0, 0], 'b': [0, 2.90870702e-10, 0], 'c': [0, 0, 7.473718960000001e-10], 'atoms': [{'x': 1.45435351e-10, 'y': 1.45435351e-10, 'z': 6.239762893178672e-10, 'element': 'As'}, {'x': 0, 'y': 0, 'z': 1.1947905657717762e-11, 'element': 'Fe'}, {'x': 1.45435351e-10, 'y': 1.45435351e-10, 'z': 1.5209742286967226e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 3.3303622615474295e-10, 'element': 'Sn'}]}, 'natoms': 4, 'element': {'As': 1, 'Sn': 1, 'Fe': 2}}]",PN_LHTWJTUUFJOVODADS36IMLV2V3OGR54Y,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.2569884505721207, 'value': 1.0279538022884829}"
AgNa2Pb,P4mm,"[{'data': {'a': [3.59593738e-10, 0, 0], 'b': [0, 3.59593738e-10, 0], 'c': [0, 0, 8.60568324e-10], 'atoms': [{'x': 1.79796869e-10, 'y': 1.79796869e-10, 'z': 6.380947516432474e-10, 'element': 'Ag'}, {'x': 0, 'y': 0, 'z': -3.8567668898229236e-11, 'element': 'Na'}, {'x': 1.79796869e-10, 'y': 1.79796869e-10, 'z': 2.255367136719312e-10, 'element': 'Na'}, {'x': 0, 'y': 0, 'z': 4.657886895830507e-10, 'element': 'Pb'}]}, 'natoms': 4, 'element': {'Pb': 1, 'Na': 2, 'Ag': 1}}]",PN_ZGRBYLWWDFXGXJNS37ZIEK4BWBFPUOWT,"{'reference': {'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': -0.03532083043939904, 'value': -0.14128332175759617}"
BrP2W,P4mm,"[{'data': {'a': [3.1628003100000004e-10, 0, 0], 'b': [0, 3.1756115e-10, 0], 'c': [0, 0, 7.440635740000001e-10], 'atoms': [{'x': 1.5814001550000002e-10, 'y': 1.58780575e-10, 'z': 5.10187308992141e-10, 'element': 'Br'}, {'x': 0, 'y': 0, 'z': 8.261930136726906e-11, 'element': 'P'}, {'x': 1.5814001550000002e-10, 'y': 1.58780575e-10, 'z': 2.0029479343239683e-10, 'element': 'P'}, {'x': 0, 'y': 0, 'z': 3.229939572081932e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'P': 2, 'Br': 1, 'W': 1}}]",PN_EBJU42F2HJ5YY6BN6IKC2NWMW6NPAL4Q,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': 0.1460156702009172, 'value': 0.5840626808036689}"
BaBrPd,I4mm,"[{'data': {'a': [-2.1723812400000002e-10, 2.22204773e-10, 4.90458401e-10], 'b': [2.1723812400000002e-10, -2.22204773e-10, 4.90458401e-10], 'c': [2.1723812400000002e-10, 2.22204773e-10, -4.90458401e-10], 'atoms': [{'x': -2.8649588336218157e-29, 'y': -2.7386440320984476e-29, 'z': -3.1162549699377603e-12, 'element': 'Ba'}, {'x': 2.1723812400000002e-10, 'y': 2.22204773e-10, 'z': -1.3258225499769913e-10, 'element': 'Br'}, {'x': 2.1723812400000002e-10, 'y': 2.22204773e-10, 'z': 1.356985099676369e-10, 'element': 'Pd'}]}, 'natoms': 3, 'element': {'Br': 1, 'Pd': 1, 'Ba': 1}}]",PN_3A4HXDLN5V7FEYOCWUQYADRXY2YA2ZD5,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.8148690917742627, 'value': -2.444607275322788}"
Al2GeSr,Pmm2,"[{'data': {'a': [3.4843841000000004e-10, 0, 0], 'b': [0, 3.73854161e-10, 0], 'c': [0, 0, 6.968669570000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.616173552954175e-11, 'element': 'Al'}, {'x': 1.7421920500000002e-10, 'y': 1.869270805e-10, 'z': 1.7742624364449835e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 3.023014085968178e-10, 'element': 'Ge'}, {'x': 1.7421920500000002e-10, 'y': 1.869270805e-10, 'z': 5.194110477291422e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Al': 2, 'Ge': 1, 'Sr': 1}}]",PN_ET7UMNAHIKVLUKYMRCH3H3S6423ZVDXK,"{'reference': {'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': -0.1696512678612878, 'value': -0.6786050714451513}"
AlCuIn2,P4mm,"[{'data': {'a': [3.08152517e-10, 0, 0], 'b': [0, 3.08152517e-10, 0], 'c': [0, 0, 8.42270239e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 4.66889420362399e-10, 'element': 'Al'}, {'x': 1.540762585e-10, 'y': 1.540762585e-10, 'z': 6.057638807113867e-10, 'element': 'Cu'}, {'x': 0, 'y': 0, 'z': -4.155740302470025e-11, 'element': 'In'}, {'x': 1.540762585e-10, 'y': 1.540762585e-10, 'z': 2.3230946045091458e-10, 'element': 'In'}]}, 'natoms': 4, 'element': {'Cu': 1, 'In': 2, 'Al': 1}}]",PN_H7B3SPNBAVKLJUZKHRET6XBTF5667IAQ,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': 0.04380505271293211, 'value': 0.17522021085172845}"
AlNb2Sb,P4mm,"[{'data': {'a': [2.93252106e-10, 0, 0], 'b': [0, 2.93252106e-10, 0], 'c': [0, 0, 9.34529566e-10], 'atoms': [{'x': 1.46626053e-10, 'y': 1.46626053e-10, 'z': 7.343100922797812e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': -8.787577760306861e-12, 'element': 'Nb'}, {'x': 1.46626053e-10, 'y': 1.46626053e-10, 'z': 2.255272633005603e-10, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': 4.507445805252611e-10, 'element': 'Sb'}]}, 'natoms': 4, 'element': {'Nb': 2, 'Al': 1, 'Sb': 1}}]",PN_TBXEUZH6KOT6TTP7IT2YJN4A5ZXRDN6O,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.13964865319294617, 'value': 0.5585946127717847}"
GeMn2Pt,P4mm,"[{'data': {'a': [2.72901827e-10, 0, 0], 'b': [0, 2.72901827e-10, 0], 'c': [0, 0, 7.01124714e-10], 'atoms': [{'x': 1.364509135e-10, 'y': 1.364509135e-10, 'z': 5.447650615953566e-10, 'element': 'Ge'}, {'x': 0, 'y': 0, 'z': 1.231308912604374e-11, 'element': 'Mn'}, {'x': 1.364509135e-10, 'y': 1.364509135e-10, 'z': 1.5204035958155226e-10, 'element': 'Mn'}, {'x': 0, 'y': 0, 'z': 3.425685536858004e-10, 'element': 'Pt'}]}, 'natoms': 4, 'element': {'Mn': 2, 'Pt': 1, 'Ge': 1}}]",PN_7RSJSFW2RBUGN6EWHDNHCI3NMBLXO5IC,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/68wFX7Q8S5SrqzKuJtOXRg/hfTXu5BPKf83TlYNvYL_xjc7wecf', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': 0.03699604107194343, 'value': 0.14798416428777372}"
BaSr2Ta,P4mm,"[{'data': {'a': [4.0012007799999996e-10, 0, 0], 'b': [0, 3.9969403300000004e-10, 0], 'c': [0, 0, 1.038104524e-09], 'atoms': [{'x': 2.0006003899999998e-10, 'y': 1.9984701650000002e-10, 'z': 7.160604996786051e-10, 'element': 'Ba'}, {'x': 0, 'y': 0, 'z': 1.065073441428996e-11, 'element': 'Sr'}, {'x': 2.0006003899999998e-10, 'y': 1.9984701650000002e-10, 'z': 3.201914229878645e-10, 'element': 'Sr'}, {'x': 0, 'y': 0, 'z': 5.102541289192404e-10, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Ta': 1, 'Ba': 1, 'Sr': 2}}]",PN_PVX2IHTSBB55JFZW32W7LFLGFJAI3SKE,"{'reference': {'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.8315069794901135, 'value': 3.326027917960454}"
IrPb2Sr,P4mm,"[{'data': {'a': [3.71520624e-10, 0, 0], 'b': [0, 3.71520624e-10, 0], 'c': [0, 0, 7.957973980000001e-10], 'atoms': [{'x': 1.85760312e-10, 'y': 1.85760312e-10, 'z': 6.343378092646127e-10, 'element': 'Ir'}, {'x': 0, 'y': 0, 'z': -4.1839080031745925e-11, 'element': 'Pb'}, {'x': 1.85760312e-10, 'y': 1.85760312e-10, 'z': 1.7197981547164992e-10, 'element': 'Pb'}, {'x': 0, 'y': 0, 'z': 4.2921756025345737e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Pb': 2, 'Ir': 1, 'Sr': 1}}]",PN_VV5QBBCDZ5YUGHYRY5NK57LL7MI4TDHS,"{'reference': {'Pb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/gsAlmK4OTCGsgQBj4SzPwA/aYJtYKNr85nM-0acWcW3IEbYkJ65', 'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.0389767704745374, 'value': 0.1559070818981496}"
Br2FeGe,Cm,"[{'data': {'a': [1.74997788e-10, 4.25474426e-10, 7.8453707e-11], 'b': [-1.74997788e-10, 4.25474426e-10, 7.8453707e-11], 'c': [0, 1.0724298299999999e-10, 7.2625508e-10], 'atoms': [{'x': -3.4297029620997385e-29, 'y': 2.6837709933628967e-11, 'z': 7.285549868138733e-11, 'element': 'Br'}, {'x': 6.977774749338993e-27, 'y': 7.967290872639394e-10, 'z': 6.076144309914503e-10, 'element': 'Br'}, {'x': 2.417580030421674e-27, 'y': 4.3162731989467214e-10, 'z': 3.464756744525921e-10, 'element': 'Fe'}, {'x': -1.2675176770906557e-27, 'y': 1.8209363433532956e-10, 'z': 2.9779812961201945e-10, 'element': 'Ge'}]}, 'natoms': 4, 'element': {'Br': 2, 'Ge': 1, 'Fe': 1}}]",PN_253CRVGLFXLXECDEDE5IREUHKJHBG2C5,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': -0.1588306443327001, 'value': -0.6353225773308004}"
GeNbSr2,P4mm,"[{'data': {'a': [3.66747572e-10, 0, 0], 'b': [0, 3.66747572e-10, 0], 'c': [0, 0, 9.08976551e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 5.369244951308787e-10, 'element': 'Ge'}, {'x': 1.83373786e-10, 'y': 1.83373786e-10, 'z': 5.99036971686307e-10, 'element': 'Nb'}, {'x': 0, 'y': 0, 'z': -6.19721214861884e-11, 'element': 'Sr'}, {'x': 1.83373786e-10, 'y': 1.83373786e-10, 'z': 2.8947547207923707e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Nb': 1, 'Ge': 1, 'Sr': 2}}]",PN_QW6ZLI4W5GLFOBEDUZP6EQOMC5O6IVG7,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.035084081819413804, 'value': 0.14033632727765522}"
